201,41,243,111,1.000000
199,41,241,111,0.909776
197,40,239,110,0.897987
196,40,238,110,0.828308
194,40,236,110,0.864226
192,39,234,109,0.884273
191,39,233,109,0.854284
191,39,233,109,0.848355
191,39,233,109,0.831245
190,40,232,110,0.859326
189,40,231,110,0.862753
187,40,229,110,0.880373
186,40,228,110,0.865698
183,40,225,110,0.789343
181,40,223,110,0.776554
179,40,221,110,0.780020
177,40,219,110,0.774697
174,40,216,110,0.726007
173,40,215,110,0.702551
173,40,215,110,0.704551
176,41,218,111,0.739333
179,42,221,112,0.743941
182,42,224,112,0.779370
191,44,233,114,0.822780
197,46,239,116,0.862324
201,48,243,119,0.910865
207,51,249,122,0.833182
209,51,251,122,0.794493
210,51,252,122,0.773481
213,52,255,123,0.753844
214,53,256,124,0.689825
214,54,256,125,0.688340
213,53,255,124,0.622134
211,52,253,123,0.601720
209,51,251,122,0.618629
204,48,246,119,0.664065
201,47,243,118,0.652478
198,46,240,117,0.610585
193,44,235,115,0.641416
190,43,232,114,0.611564
188,42,230,113,0.571709
185,40,227,111,0.639055
183,39,225,110,0.741750
180,38,222,109,0.718564
179,39,221,110,0.734959
178,38,220,109,0.694022
176,38,218,109,0.696657
176,38,218,109,0.681130
178,38,220,109,0.699942
184,39,226,110,0.743549
187,39,229,110,0.729485
190,40,232,111,0.744952
195,42,237,113,0.740236
197,43,239,114,0.776463
200,44,242,115,0.747600
204,47,246,118,0.857990
206,48,248,119,0.819420
207,50,249,121,0.792840
204,48,246,119,0.749143
200,47,242,117,0.764389
195,45,237,115,0.752573
183,40,225,110,0.689657
183,39,225,109,0.709158
186,39,228,109,0.742977
195,42,237,112,0.871299
199,44,241,114,0.854197
200,45,242,115,0.841519
199,45,241,115,0.849138
